09:26:21 [INFO] Training/evaluation parameters: Namespace(adam_epsilon=1e-06, batch_size=32, bert_cache='data/cache', bert_dir='../../hfl/chinese-roberta-wwm-ext', bert_hidden_dropout_prob=0.1, bert_learning_rate=3e-05, bert_max_steps=30000, bert_seq_length=128, bert_warmup_steps=5000, best_score=0.5, ckpt_file='save/v1/model_epoch_2_mean_f1_0.6473.bin', device='cuda', dropout=0.3, ema=False, fc_size=768, frame_embedding_size=768, kfold_data_path='./data/kfold_data/', learning_rate=0.0001, max_epochs=10, max_frames=32, max_steps=17000, minimum_lr=0.0, n_gpu=2, num_workers=8, prefetch=16, print_steps=20, saved_kfold_model_path='./save/kfold_model', savedmodel_path='save/v1', se_ratio=8, seed=2022, test_annotation='../../data/annotations/test_a.json', test_batch_size=32, test_output_csv='../../data/result.csv', test_zip_feats='../../data/zip_feats/test_a.zip', train_annotation='../../data/annotations/labeled.json', train_zip_feats='../../data/zip_feats/labeled.zip', use_all_pretrain_data=True, use_fgm=False, use_pgd=False, val_batch_size=32, val_ratio=0.05, vlad_cluster_size=64, vlad_groups=8, vlad_hidden_size=1024, warmup_steps=1000, weight_decay=0.01)
09:26:53 [INFO] Total train steps=333980, warmup steps=20038
09:26:53 [INFO] LR setting: {'others': 0.0005, 'roberta': 5e-05, 'newfc_videoreg': 0.0005}
09:27:27 [INFO] Epoch 0 step 20 eta 17:21:33: loss 4.585, mlm loss0.94697, mfm loss3.41461, itm loss0.22310
09:34:15 [INFO] Epoch=1/10|step= 20|val_loss= 4.259|New best_val_loss= 4.259
09:34:24 [INFO] Epoch 0 step 40 eta 02:44:07: loss 4.037, mlm loss0.81235, mfm loss2.99110, itm loss0.23398
09:34:34 [INFO] Epoch 0 step 60 eta 08:49:53: loss 4.289, mlm loss0.95047, mfm loss3.10860, itm loss0.23022
09:34:43 [INFO] Epoch 0 step 80 eta 11:47:26: loss 4.332, mlm loss0.87977, mfm loss3.21607, itm loss0.23659
09:34:53 [INFO] Epoch 0 step 100 eta 08:51:58: loss 4.273, mlm loss0.88469, mfm loss3.14784, itm loss0.24018
09:35:03 [INFO] Epoch 0 step 120 eta 14:50:49: loss 4.130, mlm loss0.95749, mfm loss2.94682, itm loss0.22561
09:35:13 [INFO] Epoch 0 step 140 eta 15:45:51: loss 4.229, mlm loss0.98910, mfm loss2.99546, itm loss0.24452
09:35:22 [INFO] Epoch 0 step 160 eta 04:24:27: loss 3.716, mlm loss0.79599, mfm loss2.67908, itm loss0.24121
09:35:32 [INFO] Epoch 0 step 180 eta 00:52:58: loss 4.162, mlm loss0.80001, mfm loss3.11660, itm loss0.24559
09:35:42 [INFO] Epoch 0 step 200 eta 02:55:32: loss 3.858, mlm loss0.94691, mfm loss2.67645, itm loss0.23475
09:35:52 [INFO] Epoch 0 step 220 eta 08:58:59: loss 4.274, mlm loss0.81237, mfm loss3.22673, itm loss0.23468
09:36:02 [INFO] Epoch 0 step 240 eta 18:06:44: loss 4.351, mlm loss0.83954, mfm loss3.27101, itm loss0.24083
09:36:12 [INFO] Epoch 0 step 260 eta 05:30:52: loss 4.317, mlm loss0.97864, mfm loss3.10404, itm loss0.23442
09:36:22 [INFO] Epoch 0 step 280 eta 18:38:57: loss 3.921, mlm loss0.80570, mfm loss2.87604, itm loss0.23887
